Species;Gear;Station.ID;Replicate.number;Number.at.station;Weight.g;Biomass
Astarte;Dredge;1;1;10;0.148803723;1.488037226
Astarte;Dredge;1;1;10;0.510675713;5.106757135
Astarte;Dredge;1;1;10;0.880844123;8.808441229
Astarte;Dredge;1;1;10;0.880844123;8.808441229
Astarte;Dredge;1;1;10;0.225645265;2.256452646
Astarte;Dredge;1;1;10;0.332169529;3.321695294
Astarte;Dredge;1;1;10;0.406103699;4.061036985
Astarte;Dredge;1;1;10;0.510675713;5.106757135
Astarte;Dredge;1;1;10;0.199941182;1.99941182
Astarte;Dredge;1;1;10;0.589065121;5.890651212
Astarte;Dredge;1;1;10;0.482684119;4.826841185
Astarte;Dredge;1;1;10;0.589065121;5.890651212
Astarte;Dredge;1;1;10;0.294330876;2.943308758
Astarte;Dredge;1;1;10;0.482684119;4.826841185
Astarte;Dredge;1;1;10;0.482684119;4.826841185
Astarte;Dredge;1;1;10;0.392804322;3.92804322
Astarte;Dredge;1;1;10;0.392804322;3.92804322
Astarte;Dredge;1;1;10;0.244948288;2.449482879
Astarte;Dredge;1;1;10;0.199941182;1.99941182
Astarte;Dredge;1;1;10;0.276438404;2.764384039
Astarte;Dredge;1;1;10;0.244948288;2.449482879
Astarte;Dredge;1;1;10;0.563180573;5.631805732
Astarte;Dredge;1;1;10;1.608932646;16.08932646
Astarte;Dredge;1;1;10;0.563180573;5.631805732
Astarte;Dredge;1;1;10;0.563180573;5.631805732
Astarte;Dredge;1;1;10;0.482684119;4.826841185
Astarte;Dredge;1;1;10;0.615813737;6.158137369
Astarte;Dredge;1;1;10;0.437683877;4.376838768
Astarte;Dredge;1;1;10;0.510675713;5.106757135
Astarte;Dredge;1;1;10;0.615813737;6.158137369
Astarte;Dredge;1;1;10;0.74199887;7.419988698
Astarte;Dredge;1;1;10;0.392804322;3.92804322
Astarte;Dredge;1;1;10;0.649629547;6.496295474
Astarte;Dredge;1;1;10;0.370121303;3.701213028
Astarte;Dredge;1;1;10;0.880844123;8.808441229
Astarte;Dredge;1;1;10;0.244948288;2.449482879
Astarte;Dredge;1;1;10;0.370121303;3.701213028
Astarte;Dredge;1;1;10;0.213563802;2.13563802
Astarte;Dredge;1;1;10;0.672822928;6.72822928
Astarte;Dredge;1;1;10;0.510675713;5.106757135
Astarte;Dredge;1;1;10;0.563180573;5.631805732
Astarte;Dredge;1;1;10;0.370121303;3.701213028
Astarte;Dredge;1;1;10;0.148803723;1.488037226
Astarte;Dredge;1;1;10;0.482684119;4.826841185
Astarte;Dredge;1;1;10;0.370121303;3.701213028
Astarte;Dredge;1;1;10;0.437683877;4.376838768
Astarte;Dredge;1;1;10;0.392804322;3.92804322
Astarte;Dredge;1;1;10;0.308022661;3.080226605
Astarte;Dredge;1;1;10;0.563180573;5.631805732
Astarte;Dredge;1;1;10;0.510675713;5.106757135
Astarte;Dredge;1;1;10;0.950488016;9.504880156
Astarte;Dredge;1;1;10;0.437683877;4.376838768
Astarte;Dredge;1;1;10;0.458311667;4.583116674
Astarte;Dredge;1;1;10;1.076357262;10.76357262
Astarte;Dredge;1;1;10;0.811343854;8.11343854
Astarte;Dredge;1;1;10;0.482684119;4.826841185
Astarte;Dredge;1;1;10;0.370121303;3.701213028
Astarte;Dredge;1;1;10;0.710341972;7.103419724
Astarte;Dredge;1;1;10;1.076357262;10.76357262
Astarte;Dredge;1;1;10;0.510675713;5.106757135
Astarte;Dredge;1;1;10;0.918786807;9.187868072
Astarte;Dredge;1;1;10;0.563180573;5.631805732
Astarte;Dredge;1;1;10;0.276438404;2.764384039
Astarte;Dredge;1;2;11.18343195;0.74199887;8.298093869
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.880844123;9.850860309
Astarte;Dredge;1;2;11.18343195;0.649629547;7.265087837
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.668564762;7.476848525
Astarte;Dredge;1;2;11.18343195;0.098342569;1.099807423
Astarte;Dredge;1;2;11.18343195;0.649629547;7.265087837
Astarte;Dredge;1;2;11.18343195;0.392804322;4.392900406
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.348058536;3.892488952
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.510675713;5.711107092
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.771190351;8.624554813
Astarte;Dredge;1;2;11.18343195;0.510675713;5.711107092
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.811343854;9.073608782
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;NA;0
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.182299698;2.038736267
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;1.155375117;12.921059
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.811343854;9.073608782
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.294330876;3.291629321
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.392804322;4.392900406
Astarte;Dredge;1;2;11.18343195;0.771190351;8.624554813
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.668564762;7.476848525
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.392804322;4.392900406
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.832164474;9.30645477
Astarte;Dredge;1;2;11.18343195;0.294330876;3.291629321
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.811343854;9.073608782
Astarte;Dredge;1;2;11.18343195;0.294330876;3.291629321
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.408175133;4.564798829
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.649629547;7.265087837
Astarte;Dredge;1;2;11.18343195;0.832164474;9.30645477
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.668564762;7.476848525
Astarte;Dredge;1;2;11.18343195;0.225645265;2.523488462
Astarte;Dredge;1;2;11.18343195;0.174323321;1.949532997
Astarte;Dredge;1;2;11.18343195;0.721424799;8.068005147
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.649629547;7.265087837
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.225645265;2.523488462
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;1.076357262;12.03736819
Astarte;Dredge;1;2;11.18343195;0.118589357;1.326236007
Astarte;Dredge;1;2;11.18343195;0.811343854;9.073608782
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.148803723;1.664136306
Astarte;Dredge;1;2;11.18343195;0.056492594;0.631781075
Astarte;Dredge;1;2;11.18343195;0.091685032;1.025353318
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.076031625;0.850294506
Astarte;Dredge;1;2;11.18343195;0.225645265;2.523488462
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.079806337;0.892508735
Astarte;Dredge;1;2;11.18343195;0.091685032;1.025353318
Astarte;Dredge;1;2;11.18343195;0.039757002;0.444619731
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.506813614;5.667915564
Astarte;Dredge;1;2;11.18343195;0.056492594;0.631781075
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.392804322;4.392900406
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.74199887;8.298093869
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.649629547;7.265087837
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.148803723;1.664136306
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.771190351;8.624554813
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.213563802;2.388376247
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.880844123;9.850860309
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.174323321;1.949532997
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.510675713;5.711107092
Astarte;Dredge;1;2;11.18343195;0.649629547;7.265087837
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.225645265;2.523488462
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.880844123;9.850860309
Astarte;Dredge;1;2;11.18343195;0.997490713;11.15536951
Astarte;Dredge;1;2;11.18343195;0.672822928;7.524469432
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.098342569;1.099807423
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.408175133;4.564798829
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.649629547;7.265087837
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.199941182;2.236028603
Astarte;Dredge;1;2;11.18343195;0.950488016;10.62971804
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.880844123;9.850860309
Astarte;Dredge;1;2;11.18343195;0.308022661;3.444750464
Astarte;Dredge;1;2;11.18343195;0.25142619;2.81180769
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.308022661;3.444750464
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.392804322;4.392900406
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.308022661;3.444750464
Astarte;Dredge;1;2;11.18343195;0.811343854;9.073608782
Astarte;Dredge;1;2;11.18343195;0.091685032;1.025353318
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.213563802;2.388376247
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.148803723;1.664136306
Astarte;Dredge;1;2;11.18343195;0.010094022;0.112885809
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.880844123;9.850860309
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.039757002;0.444619731
Astarte;Dredge;1;2;11.18343195;0.138927241;1.553683342
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.649629547;7.265087837
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.174323321;1.949532997
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.811343854;9.073608782
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.118589357;1.326236007
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.056492594;0.631781075
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.118589357;1.326236007
Astarte;Dredge;1;2;11.18343195;0.056492594;0.631781075
Astarte;Dredge;1;2;11.18343195;0.031615887;0.353574123
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;1.076357262;12.03736819
Astarte;Dredge;1;2;11.18343195;0.392804322;4.392900406
Astarte;Dredge;1;2;11.18343195;0.880844123;9.850860309
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.408175133;4.564798829
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.649629547;7.265087837
Astarte;Dredge;1;2;11.18343195;0.392804322;4.392900406
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.370121303;4.139226405
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.880844123;9.850860309
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.118589357;1.326236007
Astarte;Dredge;1;2;11.18343195;0.589065121;6.587769699
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.771190351;8.624554813
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;1.298546238;14.52220349
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.880844123;9.850860309
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.589065121;6.587769699
Astarte;Dredge;1;2;11.18343195;0.811343854;9.073608782
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.408175133;4.564798829
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.213563802;2.388376247
Astarte;Dredge;1;2;11.18343195;0.199941182;2.236028603
Astarte;Dredge;1;2;11.18343195;0.294330876;3.291629321
Astarte;Dredge;1;2;11.18343195;0.244948288;2.739362509
Astarte;Dredge;1;2;11.18343195;0.148803723;1.664136306
Astarte;Dredge;1;2;11.18343195;0.056492594;0.631781075
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.294330876;3.291629321
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.563180573;6.298291617
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.437683877;4.894807854
Astarte;Dredge;1;2;11.18343195;0.950488016;10.62971804
Astarte;Dredge;1;2;11.18343195;0.615813737;6.886911022
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.276438404;3.091530079
Astarte;Dredge;1;2;11.18343195;0.484554198;5.418978902
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.710341972;7.944061111
Astarte;Dredge;1;2;11.18343195;0.527794326;5.902551924
Astarte;Dredge;1;2;11.18343195;0.332169529;3.714795329
Astarte;Dredge;1;2;11.18343195;0.950488016;10.62971804
Astarte;Dredge;1;2;11.18343195;0.771190351;8.624554813
Astarte;Dredge;1;2;11.18343195;0.056492594;0.631781075
Astarte;Dredge;1;2;11.18343195;0.811343854;9.073608782
Astarte;Dredge;1;2;11.18343195;0.482684119;5.398064994
Astarte;Dredge;1;2;11.18343195;0.098342569;1.099807423
